Instructor,Last Name,First Name,Course,Quarter,Year,Total Enrolled in Course,Total CAPEs Given,Percentage Recommended Class,% Recommend Class,Percentage Recommended Professor,% Recommend Instructor,Study Hours per Week,Average Grade Expected,GPA Expected,Average Grade Received,GPA Received,Evalulation URL
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),WI21,2021,54,17,1,100,0.941,94.1,6.97,B (3.18),3.18,B+ (3.58),3.58,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031745
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (B),WI21,2021,76,30,0.862,86.2,0.966,96.6,6.97,B+ (3.44),3.44,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031746
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (C),WI21,2021,66,14,1,100,1,100,6.5,B+ (3.62),3.62,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031747
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),WI21,2021,137,97,0.968,96.8,0.958,95.8,3.53,A- (3.85),3.85,B+ (3.48),3.48,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031720
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),WI21,2021,51,45,0.911,91.1,0.956,95.6,3.52,A- (3.74),3.74,B+ (3.31),3.31,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031721
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (C),WI21,2021,24,22,1,100,1,100,2.95,A- (3.84),3.84,B+ (3.65),3.65,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031722
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (D),WI21,2021,47,47,1,100,0.957,95.7,2.93,B+ (3.67),3.67,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036203
Gneezy Uri,Gneezy,Uri,MGT 162R - Negotiations (A),WI21,2021,68,25,1,100,1,100,4.41,A (4.00),4,A- (3.79),3.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036214
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),WI21,2021,42,23,0.87,87,0.913,91.3,5.46,B+ (3.40),3.4,B- (2.78),2.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031749
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (B),WI21,2021,70,37,0.865,86.5,0.919,91.9,4.99,B (3.28),3.28,B- (2.86),2.86,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031750
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (C),WI21,2021,82,67,0.97,97,0.985,98.5,5.31,A- (3.81),3.81,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031751
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),WI21,2021,36,34,0.971,97.1,0.912,91.2,6.21,B+ (3.31),3.31,B+ (3.36),3.36,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031752
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),WI21,2021,33,31,0.806,80.6,0.871,87.1,5.21,B+ (3.32),3.32,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031753
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),WI21,2021,18,15,0.867,86.7,0.8,80,6.9,B+ (3.43),3.43,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031754
Shaffer Lisa Robock,Shaffer,Lisa,MGT 166 - Corp Social Responsibility (D),WI21,2021,84,45,0.93,93,0.884,88.4,5.15,A- (3.88),3.88,A- (3.80),3.8,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036215
Klaas Jeffrey David,Klaas,Jeffrey,MGT 167 - Social Entrepreneurship (A),WI21,2021,54,49,0.938,93.8,0.938,93.8,4.38,B+ (3.52),3.52,B+ (3.45),3.45,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036216
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),WI21,2021,113,41,0.927,92.7,0.95,95,6.11,B+ (3.68),3.68,B+ (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031756
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),WI21,2021,113,41,0.927,92.7,0.95,95,6.11,B+ (3.68),3.68,B+ (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031756A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),WI21,2021,104,57,0.946,94.6,0.982,98.2,5.61,B+ (3.65),3.65,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031757
Zimmermann Carsten,Zimmermann,Carsten,MGT 172 - Business Project Management (C),WI21,2021,50,36,0.861,86.1,0.861,86.1,5,A- (3.71),3.71,B+ (3.52),3.52,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031758
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (A),WI21,2021,106,96,0.958,95.8,0.99,99,4.96,A- (3.82),3.82,A- (3.80),3.8,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031759
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),WI21,2021,77,32,0.938,93.8,0.938,93.8,6.13,A- (3.70),3.7,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036902
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),WI21,2021,56,22,0.909,90.9,0.909,90.9,4.23,A- (3.82),3.82,B (3.08),3.08,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031723
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),WI21,2021,69,29,0.966,96.6,0.966,96.6,3.88,A- (3.78),3.78,B (3.23),3.23,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031724
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),WI21,2021,43,13,0.833,83.3,0.833,83.3,4.17,B+ (3.57),3.57,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031725
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),WI21,2021,9,3,1,100,1,100,4.5,A (4.00),4,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031726
Chamberlain Travis Dean,Chamberlain,Travis,MGT 18 - Managing Diverse Teams (E),WI21,2021,80,68,0.971,97.1,0.985,98.5,4.65,A- (3.91),3.91,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036204
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),WI21,2021,111,103,0.902,90.2,0.892,89.2,6.05,B+ (3.43),3.43,B (3.15),3.15,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031760
Bliss Barbara Ann,Bliss,Barbara,MGT 181 - Enterprise Finance (B),WI21,2021,119,106,0.924,92.4,0.971,97.1,5.36,B+ (3.69),3.69,B+ (3.41),3.41,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031761
Parashar Sat P,Parashar,Sat,MGT 184 - Money and Banking (A),WI21,2021,46,39,0.949,94.9,0.923,92.3,4.35,A- (3.82),3.82,A- (3.89),3.89,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036217
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),WI21,2021,64,13,1,100,1,100,5.73,B+ (3.54),3.54,B- (2.83),2.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031762
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (B),WI21,2021,35,14,1,100,1,100,4.93,A- (3.71),3.71,B (3.03),3.03,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031763
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),WI21,2021,57,17,0.875,87.5,0.938,93.8,7.13,B+ (3.64),3.64,B- (2.79),2.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031713
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (A),WI21,2021,9,5,0.8,80,0.8,80,2.9,B (3.00),3,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031715
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),WI21,2021,113,107,0.849,84.9,0.877,87.7,6.93,B+ (3.39),3.39,B+ (3.45),3.45,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031727
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),WI21,2021,166,62,0.934,93.4,0.852,85.2,4.93,B+ (3.53),3.53,B (3.23),3.23,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031717
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (A),S219,2019,58,53,0.906,90.6,0.962,96.2,5.97,B+ (3.35),3.35,B- (2.90),2.9,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977185
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (A),S219,2019,66,62,0.871,87.1,0.887,88.7,6.4,B+ (3.47),3.47,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977186
Baltes Guido H,Baltes,Guido,MGT 119 - Topics in Business (A),S219,2019,27,23,1,100,1,100,5.28,B+ (3.62),3.62,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977187
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),S219,2019,53,50,1,100,1,100,3.3,A- (3.80),3.8,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977183
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S219,2019,68,56,0.911,91.1,0.964,96.4,5.13,B+ (3.68),3.68,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977188
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S219,2019,46,38,0.974,97.4,0.974,97.4,6.29,B+ (3.47),3.47,B (3.13),3.13,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977189
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S219,2019,19,19,1,100,1,100,7.24,B+ (3.63),3.63,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977190
McKay Mary A,McKay,Mary,MGT 164GS - Business and Org Leadership (A),S219,2019,21,20,0.95,95,0.95,95,5.2,B+ (3.45),3.45,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=982949
Chamberlain Travis Dean,Chamberlain,Travis,MGT 18 - Managing Diverse Teams (A),S219,2019,49,44,0.886,88.6,0.955,95.5,5.85,B (3.24),3.24,B (3.13),3.13,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977184
Dunn Louis Jean,Dunn,Louis,MGT 181 - Enterprise Finance (A),S219,2019,63,22,0.857,85.7,0.952,95.2,4.79,B+ (3.43),3.43,B (3.20),3.2,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977191
McKay Mary A,McKay,Mary,MGT 18GS - Managing Diverse Teams (A),S219,2019,21,20,0.95,95,0.95,95,4.7,B+ (3.50),3.5,A- (3.70),3.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=982948
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S219,2019,43,34,0.853,85.3,0.853,85.3,8.44,B+ (3.38),3.38,B (3.06),3.06,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=977182
Campbell Robert Harold,Campbell,Robert,MGT 103 - Product Marketing & Management (A),S218,2018,75,74,0.986,98.6,0.986,98.6,5.4,B+ (3.68),3.68,A- (3.77),3.77,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942286
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (A),S218,2018,70,67,0.91,91,0.91,91,7.63,B+ (3.57),3.57,A- (3.72),3.72,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942287
Baltes Guido H,Baltes,Guido,MGT 119 - Topics in Business (A),S218,2018,20,17,1,100,1,100,3.09,A- (3.94),3.94,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942288
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S218,2018,64,56,0.927,92.7,0.963,96.3,4.94,B+ (3.67),3.67,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=944890
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S218,2018,43,29,0.966,96.6,0.897,89.7,7.47,B+ (3.59),3.59,B (3.24),3.24,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942289
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S218,2018,16,16,1,100,0.938,93.8,5.63,B+ (3.50),3.5,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942290
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S218,2018,65,59,0.915,91.5,0.949,94.9,5.33,B+ (3.43),3.43,B (3.04),3.04,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942284
Dunn Louis Jean,Dunn,Louis,MGT 181 - Enterprise Finance (A),S218,2018,58,55,0.909,90.9,0.909,90.9,5.3,B+ (3.46),3.46,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942291
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S218,2018,52,42,0.927,92.7,0.846,84.6,6.79,B+ (3.61),3.61,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942283
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 45 - Principles of Accounting (A),S218,2018,59,59,0.983,98.3,1,100,5.48,B+ (3.53),3.53,B+ (3.31),3.31,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=942285
Campbell Robert Harold,Campbell,Robert,MGT 103 - Product Marketing & Management (A),S217,2017,79,76,0.987,98.7,0.987,98.7,5.58,A- (3.80),3.8,A- (3.75),3.75,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911397
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (A),S217,2017,86,81,0.901,90.1,0.877,87.7,7.59,B+ (3.46),3.46,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911398
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S217,2017,56,48,0.979,97.9,0.917,91.7,6.21,B+ (3.60),3.6,B+ (3.41),3.41,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911399
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S217,2017,54,44,0.977,97.7,0.909,90.9,6.68,B+ (3.60),3.6,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911400
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S217,2017,21,20,0.95,95,1,100,6,A- (3.80),3.8,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911401
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S217,2017,51,46,0.891,89.1,0.87,87,8.33,B (3.00),3,C+ (2.68),2.68,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911402
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S217,2017,65,53,0.925,92.5,0.981,98.1,4.58,B+ (3.57),3.57,B (3.12),3.12,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911395
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S217,2017,58,42,0.929,92.9,0.833,83.3,7.2,B+ (3.35),3.35,B (3.05),3.05,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911393
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 45 - Principles of Accounting (A),S217,2017,44,43,0.977,97.7,1,100,8.13,B+ (3.66),3.66,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=911396
Campbell Robert Harold,Campbell,Robert,MGT 103 - Product Marketing & Management (A),S216,2016,112,100,1,100,1,100,5.62,A- (3.72),3.72,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874973
Fuller Robert L.,Fuller,Robert,MGT 112 - Global Business Strategy (A),S216,2016,68,65,0.923,92.3,0.985,98.5,6.85,A- (3.78),3.78,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874974
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S216,2016,55,53,0.923,92.3,0.923,92.3,6.59,A- (3.81),3.81,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874975
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S216,2016,60,40,0.975,97.5,0.925,92.5,7.7,B+ (3.63),3.63,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874976
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S216,2016,25,25,0.96,96,1,100,7.46,B+ (3.68),3.68,A- (3.81),3.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874977
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (A),S216,2016,45,40,0.872,87.2,0.897,89.7,5.53,B- (2.95),2.95,B- (2.71),2.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874971
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S216,2016,53,43,0.907,90.7,0.86,86,6.69,B+ (3.56),3.56,B+ (3.32),3.32,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874970
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),S216,2016,44,34,0.912,91.2,0.971,97.1,6.38,B+ (3.47),3.47,B- (2.94),2.94,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=874972
Klein Christina Anne,Klein,Christina,MGT 103 - Product Marketing & Management (A),S215,2015,83,75,1,100,0.96,96,5.51,B+ (3.68),3.68,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843197
Klein Christina Anne,Klein,Christina,MGT 112 - Global Business Strategy (A),S215,2015,51,48,0.958,95.8,0.875,87.5,4.46,A- (3.73),3.73,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843198
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S215,2015,58,46,0.978,97.8,0.978,97.8,5.11,B+ (3.63),3.63,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843199
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S215,2015,69,40,0.975,97.5,0.85,85,7.55,B+ (3.66),3.66,B (3.06),3.06,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843200
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S215,2015,22,21,1,100,1,100,7.17,B+ (3.68),3.68,A- (3.76),3.76,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843201
Saccardo Silvia,Saccardo,Silvia,MGT 162 - Negotiation (A),S215,2015,18,11,1,100,1,100,4.5,A- (3.80),3.8,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843202
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (A),S215,2015,60,57,0.947,94.7,0.965,96.5,7.35,B+ (3.37),3.37,B (3.05),3.05,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=844560
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S215,2015,38,24,0.957,95.7,0.739,73.9,7.05,B+ (3.52),3.52,B- (2.92),2.92,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=843195
Klein Christina Anne,Klein,Christina,MGT 103 - Product Marketing & Management (A),S214,2014,73,64,0.969,96.9,0.969,96.9,5.63,B+ (3.56),3.56,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813173
Klein Christina Anne,Klein,Christina,MGT 112 - Global Business Strategy (A),S214,2014,75,66,0.894,89.4,0.803,80.3,5.71,B+ (3.46),3.46,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813174
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S214,2014,31,25,1,100,0.96,96,4.26,B+ (3.48),3.48,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=817543
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S214,2014,59,31,0.903,90.3,0.839,83.9,6.95,B+ (3.32),3.32,B (3.09),3.09,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813175
Krivogorsky Victoria,Krivogorsky,Victoria,MGT 136 - Advanced Accounting (A),S214,2014,23,15,0.933,93.3,0.733,73.3,6.5,B (3.13),3.13,B- (2.85),2.85,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813176
McKay Mary A,McKay,Mary,MGT 16 - Personal Ethics at Work (A),S214,2014,61,49,0.918,91.8,0.898,89.8,5.5,B+ (3.50),3.5,B (3.01),3.01,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813172
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S214,2014,21,12,1,100,0.75,75,7.67,B+ (3.58),3.58,B- (2.95),2.95,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=813171
Klein Christina Anne,Klein,Christina,MGT 103 - Product Marketing & Management (A),S213,2013,90,75,0.973,97.3,0.973,97.3,4.71,B+ (3.63),3.63,B- (3.00),3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=780364
Klein Christina Anne,Klein,Christina,MGT 112 - Global Business Strategy (A),S213,2013,70,52,0.808,80.8,0.788,78.8,5.79,B+ (3.33),3.33,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=780365
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S213,2013,59,32,1,100,0.938,93.8,6.11,B+ (3.52),3.52,B- (2.99),2.99,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=780366
Krivogorsky Victoria,Krivogorsky,Victoria,MGT 136 - Advanced Accounting (A),S213,2013,47,5,0.5,50,0.5,50,8,B+ (3.50),3.5,B- (2.98),2.98,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=780367
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S213,2013,22,14,0.929,92.9,0.714,71.4,6.64,B+ (3.43),3.43,B- (2.94),2.94,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=780363
Klein Christina Anne,Klein,Christina,MGT 103   - Product Marketing & Management (A),S212,2012,77,58,0.965,96.5,0.842,84.2,4.89,A- (3.84),3.84,B (3.18),3.18,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748182
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112   - Global Business Strategy       (A),S212,2012,43,17,1,100,0.824,82.4,7.79,B+ (3.56),3.56,B+ (3.32),3.32,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748183
Anderson John Charles,Anderson,John,MGT 131B  - Intermediate Accounting B      (A),S212,2012,61,15,0.933,93.3,0.8,80,7.03,A- (3.71),3.71,B (3.16),3.16,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748186
Krivogorsky Victoria,Krivogorsky,Victoria,MGT 136   - Advanced Accounting            (A),S212,2012,60,49,0.729,72.9,0.563,56.3,9.15,B- (2.98),2.98,B- (2.90),2.9,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748184
Mahar Jan,Mahar,Jan,MGT 172   - Business Project Management    (A),S212,2012,57,22,0.955,95.5,1,100,8.68,A- (3.77),3.77,B+ (3.66),3.66,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748185
Anderson John Charles,Anderson,John,MGT 4   - Financial Accounting           (A),S212,2012,56,20,0.8,80,0.7,70,6.3,B+ (3.55),3.55,B (3.01),3.01,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748181
Anderson John Charles,Anderson,John,MGT 4   - Financial Accounting           (A),S212,2012,10,4,1,100,0.75,75,5.5,B+ (3.50),3.5,,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=748050
Krivogorsky Victoria,Krivogorsky,Victoria,MGT 131B  - Intermediate Accounting B      (A),S211,2011,102,25,0.84,84,0.56,56,7.62,B (3.28),3.28,C+ (2.67),2.67,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719385
Pecore Joseph P.,Pecore,Joseph,MGT 133   - Advanced Cost Accounting       (A),S211,2011,14,13,1,100,0.923,92.3,7.27,B+ (3.50),3.5,,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=727005
Krivogorsky Victoria,Krivogorsky,Victoria,MGT 136   - Advanced Accounting            (A),S211,2011,38,15,1,100,0.933,93.3,5.83,B+ (3.53),3.53,B+ (3.52),3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719387
Mahar Jan,Mahar,Jan,MGT 172   - Business Project Management    (A),S211,2011,27,17,0.941,94.1,0.938,93.8,6.03,A- (3.94),3.94,A- (3.76),3.76,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719388
Anderson John Charles,Anderson,John,MGT 4   - Financial Accounting           (A),S211,2011,50,29,1,100,0.966,96.6,6.71,B+ (3.50),3.5,B (3.22),3.22,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719383
Anderson John Charles,Anderson,John,MGT 4   - Financial Accounting           (A),S211,2011,8,5,1,100,1,100,10.5,B (3.20),3.2,,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719384
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),FA20,2020,67,61,0.951,95.1,0.951,95.1,5.06,B+ (3.41),3.41,B- (2.71),2.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016611
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),FA20,2020,85,84,0.94,94,0.94,94,4.38,B (3.21),3.21,B- (2.78),2.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016612
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (C),FA20,2020,85,78,0.885,88.5,0.885,88.5,4.5,B+ (3.38),3.38,B (3.19),3.19,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016613
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (D),FA20,2020,85,83,0.928,92.8,0.904,90.4,5.62,B+ (3.41),3.41,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016614
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (E),FA20,2020,86,79,0.987,98.7,0.987,98.7,4.37,B+ (3.65),3.65,B+ (3.55),3.55,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016615
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (F),FA20,2020,82,74,0.959,95.9,0.973,97.3,6.18,B+ (3.60),3.6,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016616
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (G),FA20,2020,84,79,0.848,84.8,0.911,91.1,5.89,B+ (3.65),3.65,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=016617
